GEO_ID,STATE,STATEFP,LEA,SDNAME,TYPE,
1730540,IL,17,30540,Northwestern Community Unit School District 2,Unified,
1730570,IL,17,30570,Palos Heights School District 128,Elementary,
1730600,IL,17,30600,Palos Community Consolidated School District 118,Elementary,
1730630,IL,17,30630,Pana Community Unit School District 8,Unified,
1730660,IL,17,30660,Panhandle Community Unit School District 2,Unified,
1730750,IL,17,30750,Paris-Union School District 95,Unified,
1730780,IL,17,30780,Paris Community Unit School District 4,Unified,
1730810,IL,17,30810,Park Forest School District 163,Elementary,
1730840,IL,17,30840,Park Ridge Consolidated Community School District 64,Elementary,
1730870,IL,17,30870,Patoka Community Unit School District 100,Unified,
1730900,IL,17,30900,General George Patton School District 133,Elementary,
1730930,IL,17,30930,Pawnee Community Unit School District 11,Unified,
1730990,IL,17,30990,Payson Community Unit School District 1,Unified,
1731020,IL,17,31020,Pearl City Community Unit School District 200,Unified,
1731050,IL,17,31050,Pecatonica Community Unit School District 321,Unified,
1731080,IL,17,31080,Pekin Public School District108,Elementary,
1731110,IL,17,31110,Pekin Community High School District 303,Secondary,
1731140,IL,17,31140,Pembroke Consolidated Community School District 259,Elementary,
1731200,IL,17,31200,Pennoyer School District 79,Elementary,
1731230,IL,17,31230,Peoria School District 150,Unified,
1731270,IL,17,31270,Peoria Heights Community Unit School District 325,Unified,
1731290,IL,17,31290,Peotone Community Unit School District 207U,Unified,
1731380,IL,17,31380,Peru Elementary School District 124,Elementary,
1731410,IL,17,31410,Porta Community Unit School District 202,Unified,
1731500,IL,17,31500,Southwestern Community Unit School District 9,Unified,
1731560,IL,17,31560,Community Consolidated School District 204,Elementary,
1731620,IL,17,31620,Pinckneyville Community High School District 101,Secondary,
1731710,IL,17,31710,Pikeland Community Unit School District 10,Unified,
1731740,IL,17,31740,Plainfield School District 202,Unified,
1731770,IL,17,31770,Plano Community Unit School District 88,Unified,
1731860,IL,17,31860,Pleasant Hill School District 69,Elementary,
1731890,IL,17,31890,Pleasant Hill Community Unit School District 3,Unified,
1731920,IL,17,31920,Pleasant Plains Community Unit School District 8,Unified,
1731950,IL,17,31950,Pleasant Valley School District 62,Elementary,
1732040,IL,17,32040,Pleasantdale School District 107,Elementary,
1732090,IL,17,32090,Potomac Community Unit School District 10,Elementary,
1732100,IL,17,32100,Polo Community Unit School District 222,Unified,
1732160,IL,17,32160,Pontiac Community Consolidated School District 429,Elementary,
1732190,IL,17,32190,Pontiac-William Holliday School District 105,Elementary,
1732220,IL,17,32220,Pontiac Township High School District 90,Secondary,
1732280,IL,17,32280,Pope County Community Unit School District 1,Unified,
1732370,IL,17,32370,Posen-Robbins Elementary School District 143-5,Elementary,
1732490,IL,17,32490,Prairie du Rocher Community Consolidated School District 134,Elementary,
1732520,IL,17,32520,Prairie Grove Community School District 46,Elementary,
1732550,IL,17,32550,Prairie Hill Community Consolidated School District 133,Elementary,
1732580,IL,17,32580,Adlai E. Stevenson High School District 125,Secondary,
1732670,IL,17,32670,Princeton Elementary School District 115,Elementary,
1732700,IL,17,32700,Princeton High School District 500,Secondary,
1732770,IL,17,32770,Princeville Community Unit School District 326,Unified,
1732830,IL,17,32830,Prophetstown-Lyndon-Tampico Community Unit School District 3,Unified,
1732850,IL,17,32850,Prospect Heights School District 23,Elementary,
1732910,IL,17,32910,Proviso Township High School District 209,Secondary,
1732960,IL,17,32960,Putnam County Community Unit School District 535,Unified,
1732970,IL,17,32970,Queen Bee School District 16,Elementary,
1733000,IL,17,33000,Quincy School District 172,Unified,
1733030,IL,17,33030,Raccoon Consolidated School District 1,Elementary,
1733090,IL,17,33090,Ramsey Community Unit School District 204,Unified,
1733120,IL,17,33120,Rankin Community School District 98,Elementary,
1733210,IL,17,33210,Rantoul City School District 137,Elementary,
1733240,IL,17,33240,Rantoul Township High School District 193,Secondary,
1733270,IL,17,33270,Reavis Township High School District 220,Secondary,
1733300,IL,17,33300,Red Bud Community Unit School District 132,Unified,
1733380,IL,17,33380,Reed Custer Community Unit School District 255U,Unified,
1733390,IL,17,33390,Rhodes School District 84-5,Elementary,
1733420,IL,17,33420,Rich Township High School District 227,Secondary,
1733450,IL,17,33450,Richland School District 88A,Elementary,
1733510,IL,17,33510,Richmond-Burton Community High School District 157,Secondary,
1733690,IL,17,33690,Ridgeland School District 122,Elementary,
1733720,IL,17,33720,Ridgewood Community High School District 234,Secondary,
1733750,IL,17,33750,Riley Community Consolidated School District 18,Elementary,
1733810,IL,17,33810,River Forest School District 90,Elementary,
1733840,IL,17,33840,River Grove School District 85-5,Elementary,
1733870,IL,17,33870,River Trails School District 26,Elementary,
1733900,IL,17,33900,Riverdale School District 14,Elementary,
1733930,IL,17,33930,Riverdale Community Unit School District 100,Unified,
1733950,IL,17,33950,River Bend Community Unit District 2,Unified,
1733990,IL,17,33990,Riverside School District 96,Elementary,
1734020,IL,17,34020,Riverside Brookfield Township School District 208,Secondary,
1734100,IL,17,34100,Riverton Community Unit School District 14,Unified,
1734110,IL,17,34110,Riverview Consolidated Community School District 2,Elementary,
1734140,IL,17,34140,Roanoke-Benson Community Unit School District 60,Unified,
1734170,IL,17,34170,Robein School District 85,Elementary,
1734230,IL,17,34230,Robinson Community Unit School District 2,Unified,
1734260,IL,17,34260,Rochelle Community Consolidated District 231,Elementary,
1734290,IL,17,34290,Rochelle Township High School District 212,Secondary,
1734320,IL,17,34320,Rochester Community Unit School District 3A,Unified,
1734350,IL,17,34350,Rock Falls Elementary School District 13,Elementary,
1734380,IL,17,34380,Rock Falls Township High School District 301,Secondary,
1734410,IL,17,34410,Rock Island School District 41,Unified,
1734440,IL,17,34440,Rockridge Community Unit School District 300,Unified,
1734470,IL,17,34470,Rockdale School District 84,Elementary,
1734510,IL,17,34510,Rockford School District 205,Unified,
1734540,IL,17,34540,Rockton School District 140,Elementary,
1734590,IL,17,34590,Rome Community Consolidated School District 2,Elementary,
1734620,IL,17,34620,Rondout School District 72,Elementary,
1734650,IL,17,34650,Rooks Creek Community Consolidated School District 425,Elementary,
1734710,IL,17,34710,Roselle School District 12,Elementary,
1734740,IL,17,34740,Schaumburg Community Consolidated School District 54,Elementary,
1734770,IL,17,34770,Rosemont Elementary School District 78,Elementary,
1734870,IL,17,34870,Rossville-Alvin Community Unit School District 7,Unified,
1734990,IL,17,34990,Round Lake Community Unit School District 116,Unified,
1735010,IL,17,35010,Roxana Community Unit School District 1,Unified,
1735100,IL,17,35100,Rutland Community Consolidated School District 230,Elementary,
1735160,IL,17,35160,Salem School District 111,Elementary,
1735190,IL,17,35190,Salem Community High School District 600,Secondary,
1735220,IL,17,35220,Salt Creek School District 48,Elementary,
1735310,IL,17,35310,Sandoval Community Unit School District 501,Unified,
1735340,IL,17,35340,Sandridge School District 172,Elementary,
1735370,IL,17,35370,Sandwich Community Unit School District 430,Unified,
1735400,IL,17,35400,Saratoga Community Consolidated School District 60C,Elementary,
1735460,IL,17,35460,Community Consolidated School District 168,Elementary,
1735610,IL,17,35610,Scales Mound Community Unit School District 211,Unified,
1735640,IL,17,35640,Schiller Park School District 81,Elementary,
1735770,IL,17,35770,Selmaville Community Consolidated School District 10,Elementary,
1735820,IL,17,35820,Seneca Community Consolidated School District 170,Elementary,
1735850,IL,17,35850,Seneca Township High School District 160,Secondary,
1735940,IL,17,35940,Sesser-Valier Community Unit School District 196,Unified,
1735970,IL,17,35970,Indian Creek Community Unit District 425,Unified,
1736090,IL,17,36090,Shelbyville Community Unit School District 4,Unified,
1736180,IL,17,36180,Sherrard Community Unit School District 200,Unified,
1736210,IL,17,36210,Shiloh Village School District 85,Elementary,
1736240,IL,17,36240,Shirland Community Consolidated School District 134,Elementary,
1736300,IL,17,36300,Elementary School District 159,Elementary,
1736330,IL,17,36330,Signal Hill School District 181,Elementary,
1736360,IL,17,36360,Silvis School District 34,Elementary,
1736450,IL,17,36450,Skokie School District 68,Elementary,
1736480,IL,17,36480,Skokie School District 69,Elementary,
1736510,IL,17,36510,Smithton Community Consolidated School District 130,Elementary,
1736570,IL,17,36570,Somonauk Community Unit School District 432,Unified,
1736600,IL,17,36600,South Beloit Community Unit School District 320,Unified,
1736610,IL,17,36610,Southeastern Community Unit School District 337,Unified,
1736640,IL,17,36640,South Fork School District 14,Unified,
1736720,IL,17,36720,South Holland School District 150,Elementary,
1736750,IL,17,36750,South Holland School District 151,Elementary,
1736780,IL,17,36780,South Pekin School District 137,Elementary,
1736810,IL,17,36810,Burbank School District 111,Elementary,
1736840,IL,17,36840,South Wilmington Consolidated School District 74,Elementary,
1736900,IL,17,36900,Sparta Community Unit School District 140,Unified,
1736960,IL,17,36960,Spoon River Valley Community Unit School District 4,Unified,
1737020,IL,17,37020,Spring Lake Community Consolidated School District 606,Elementary,
1737050,IL,17,37050,Spring Valley Community Consolidated School District 99,Elementary,
1737080,IL,17,37080,Springfield School District 186,Unified,
1737120,IL,17,37120,St. Anne Consolidated Community School District 256,Elementary,
1737140,IL,17,37140,St. Anne Community High School District 302,Secondary,
1737170,IL,17,37170,St. Charles Community Unit School District 303,Unified,
1737230,IL,17,37230,St. Elmo Community Unit School District 202,Unified,
1737320,IL,17,37320,St. George Community Consolidated School District 258,Elementary,
1737350,IL,17,37350,Triad Community Unit School District 2,Unified,
1737380,IL,17,37380,St. Joseph Community Consolidated School District 169,Elementary,
1737410,IL,17,37410,St. Joseph-Ogden Community High School District 305,Secondary,
1737440,IL,17,37440,St. Libory Consolidated School District 30,Elementary,
1737470,IL,17,37470,St. Rose School District 14-15,Elementary,
1737490,IL,17,37490,Stark County Community Unit School District 100,Unified,
1737590,IL,17,37590,Staunton Community Unit School District 6,Unified,
1737650,IL,17,37650,Steeleville Community Unit School District 138,Unified,
1737680,IL,17,37680,Steger School District 194,Elementary,
1737800,IL,17,37800,Steward Elementary School District 220,Elementary,
1737830,IL,17,37830,Stewardson-Strasburg Community Unit District 5A,Unified,
1737860,IL,17,37860,Central Stickney School District 110,Elementary,
1737980,IL,17,37980,Stockton Community Unit School District 206,Unified,
1738070,IL,17,38070,Woodland Community Unit School District 5,Unified,
1738100,IL,17,38100,Streator Township High School District 40,Secondary,
1738130,IL,17,38130,Sullivan Community Unit School District 300,Unified,
1738190,IL,17,38190,Summersville School District 79,Elementary,
1738220,IL,17,38220,Summit Hill School District 161,Elementary,
1738370,IL,17,38370,Sunnybrook School District 171,Elementary,
1738400,IL,17,38400,Sunset Ridge School District 29,Elementary,
1738460,IL,17,38460,Sycamore Community Unit School District 427,Unified,
1738490,IL,17,38490,V.I.T. Community Unit School District 2,Unified,
1738520,IL,17,38520,Taft School District 90,Elementary,
1738550,IL,17,38550,Tamaroa School District 5,Elementary,
1738700,IL,17,38700,Taylorville Community Unit School District 3,Unified,
1738760,IL,17,38760,Teutopolis Community Unit School District 50,Unified,
1738790,IL,17,38790,Thomasboro Community Consolidated School District 130,Elementary,
1738910,IL,17,38910,Thornton School District 154,Elementary,
1738940,IL,17,38940,Thornton Fractional Township High School District 215,Secondary,
1738970,IL,17,38970,Thornton Township High School District 205,Secondary,
1739030,IL,17,39030,Community Consolidated School District 146,Elementary,
1739090,IL,17,39090,Cumberland Community Unit School District 77,Unified,
1739120,IL,17,39120,Tolono Community Unit School District 7,Unified,
1739180,IL,17,39180,Tonica Community Consolidated School District 79,Elementary,
1739390,IL,17,39390,Tremont Community Unit School District 702,Unified,
1739420,IL,17,39420,Wesclin Community Unit School District 3,Unified,
1739450,IL,17,39450,Tri-City Community Unit School District 1,Unified,
1739480,IL,17,39480,Tri-Point Community Unit School District 6-J,Unified,
1739510,IL,17,39510,Troy Community Consolidated School District 30C,Elementary,
1739600,IL,17,39600,Tuscola Community Unit School District 301,Unified,
1739630,IL,17,39630,Century Community Unit School District 100,Unified,
1739660,IL,17,39660,Union School District 81,Elementary,
1739780,IL,17,39780,Union Ridge School District 86,Elementary,
1739870,IL,17,39870,United Township High School District 30,Secondary,
1739930,IL,17,39930,Unity Point Community Consolidated School District 140,Elementary,
1739960,IL,17,39960,Urbana School District 116,Unified,
1740070,IL,17,40070,Valley View Community Unit School District 365U,Unified,
1740080,IL,17,40080,Valmeyer Community Unit School District 3,Unified,
1740140,IL,17,40140,Vandalia Community Unit School District 203,Unified,
1740200,IL,17,40200,Venice Community Unit School District 3,Unified,
1740260,IL,17,40260,Vienna School District 55,Elementary,
1740290,IL,17,40290,Vienna High School District 133,Secondary,
1740320,IL,17,40320,Villa Grove Community Unit School District 302,Unified,
1740350,IL,17,40350,Villa Park School District 45,Elementary,
1740380,IL,17,40380,Virden Community Unit School District 4,Unified,
1740410,IL,17,40410,Virginia Community Unit School District 64,Unified,
1740440,IL,17,40440,Community High School District 94,Secondary,
1740470,IL,17,40470,Wabash Community Unit School District 348,Unified,
1740500,IL,17,40500,Glen Ellyn Community Consolidated School District 89,Elementary,
1740530,IL,17,40530,Wallace Community Consolidated School District 195,Elementary,
1740620,IL,17,40620,Waltham Community Consolidated School District 185,Elementary,
1740650,IL,17,40650,Waltonville Community Unit School District 1,Unified,
1740680,IL,17,40680,North Wamac School District 186,Elementary,
1740740,IL,17,40740,Warren Community Unit School District 205,Unified,
1740800,IL,17,40800,Warren Township High School District 121,Secondary,
1740830,IL,17,40830,Warrensburg-Latham Community Unit District 11,Unified,
1740890,IL,17,40890,Warsaw Community Unit School District 316,Unified,
1740920,IL,17,40920,Lowpoint-Washburn Community Unit School District 21,Unified,
1740980,IL,17,40980,Washington Community High School District 308,Secondary,
1741010,IL,17,41010,District 50 Schools,Elementary,
1741040,IL,17,41040,Washington School District 52,Elementary,
1741070,IL,17,41070,Waterloo Community Unit School District 5,Unified,
1741190,IL,17,41190,Wauconda Community Unit School District 118,Unified,
1741250,IL,17,41250,Waukegan Community Unit School District 60,Unified,
1741280,IL,17,41280,Waverly Community Unit School District 6,Unified,
1741360,IL,17,41360,Wayne City Community Unit School District 100,Unified,
1741370,IL,17,41370,Webber Township High School District 204,Secondary,
1741520,IL,17,41520,Calumet City School District 155,Elementary,
1741550,IL,17,41550,West Chicago School District 33,Elementary,
1741580,IL,17,41580,Frankfort Community Unit School District 168,Unified,
1741600,IL,17,41600,West Lincoln-Broadwell Elementary School District 92,Elementary,
1741690,IL,17,41690,Indian Prairie Community Unit School District 204,Unified,
1741700,IL,17,41700,West Northfield School District 31,Elementary,
1741730,IL,17,41730,West Richland Community Unit School District 2,Unified,
1741750,IL,17,41750,West Washington County Community Unit District 10,Unified,
1741790,IL,17,41790,Westchester School District 92-5,Elementary,
1741820,IL,17,41820,Western Springs School District 101,Elementary,
1741980,IL,17,41980,Westmont Community Unit School District 201,Unified,
1742060,IL,17,42060,Wethersfield Community Unit School District 230,Unified,
1742180,IL,17,42180,Community Unit School District 200,Unified,
1742210,IL,17,42210,Wheeling Community Consolidated School District 21,Elementary,
1742240,IL,17,42240,North Greene Unit School District 3,Unified,
1742300,IL,17,42300,Whiteside School District 115,Elementary,
1742310,IL,17,42310,Sterling Community Unit District 5,Unified,
1742450,IL,17,42450,Williamsfield Community Unit School District 210,Unified,
1742480,IL,17,42480,Williamsville Community Unit School District 15,Unified,
1742510,IL,17,42510,Willow Grove School District 46,Elementary,
1742570,IL,17,42570,Willow Springs School District 108,Elementary,
1742600,IL,17,42600,Wilmette School District 39,Elementary,
1742630,IL,17,42630,Wilmington Community Unit School District 209U,Unified,
1742660,IL,17,42660,Winchester Community Unit School District 1,Unified,
1742690,IL,17,42690,Windsor Community Unit School District 1,Unified,
1742720,IL,17,42720,Winfield School District 34,Elementary,
1742790,IL,17,42790,Winnebago Community Unit School District 323,Unified,
1742840,IL,17,42840,Winnetka School District 36,Elementary,
1742900,IL,17,42900,Winthrop Harbor School District 1,Elementary,
1742960,IL,17,42960,Wolf Branch School District 113,Elementary,
1742990,IL,17,42990,Shawnee Community Unit School District 84,Unified,
1743020,IL,17,43020,Wood Dale School District 7,Elementary,
1743050,IL,17,43050,Wood River-Hartford Elementary School District 15,Elementary,
1743110,IL,17,43110,Woodland Community Consolidated School District 50,Elementary,
1743170,IL,17,43170,Woodlawn Community Consolidated School District 4,Elementary,
1743200,IL,17,43200,Woodlawn Community High School District 205,Secondary,
1743330,IL,17,43330,Woodstock Community Unit School District 200,Unified,
1743380,IL,17,43380,Worth School District 127,Elementary,
1743800,IL,17,43800,Zeigler-Royalton Community Unit School District 188,Unified,
1743860,IL,17,43860,Zion Elementary School District 6,Elementary,
1743890,IL,17,43890,Zion-Benton Township High School District 126,Secondary,
1743960,IL,17,43960,Yorkville Community Unit School District 115,Unified,
1743962,IL,17,43962,Midwest Central Community Unit School District 191,Unified,
1799998,IL,17,99998,School District Not Defined (Water),Unified,
1800008,IN,18,00008,White River Valley School District,Unified,
1800030,IN,18,00030,Southwest Allen County Metropolitan School District,Unified,
1800060,IN,18,00060,Adams Central Community Schools,Unified,
1800120,IN,18,00120,Alexandria Community School Corporation,Unified,
1800150,IN,18,00150,Anderson Community School Corporation,Unified,
1800180,IN,18,00180,Argos Community Schools,Unified,
1800210,IN,18,00210,Attica Consolidated School Corporation,Unified,
1800240,IN,18,00240,South Dearborn Community School Corporation,Unified,
1800270,IN,18,00270,Avon Community School Corporation,Unified,
1800330,IN,18,00330,Barr-Reeve Community School Corporation,Unified,
1800360,IN,18,00360,Bartholomew County School Corporation,Unified,
1800390,IN,18,00390,Batesville Community School Corporation,Unified,
1800420,IN,18,00420,Baugo Community Schools,Unified,
1800450,IN,18,00450,Beech Grove City Schools,Unified,
1800480,IN,18,00480,Benton Community School Corporation,Unified,
1800570,IN,18,00570,Blackford County Schools,Unified,
1800600,IN,18,00600,Bloomfield School District,Unified,
1800630,IN,18,00630,Monroe County Community School Corporation,Unified,
1800660,IN,18,00660,Blue River Valley Schools,Unified,
1800690,IN,18,00690,North Harrison Community School Corporation,Unified,
1800720,IN,18,00720,Bluffton-Harrison Metropolitan School District,Unified,
1800750,IN,18,00750,Boone Township Metropolitan School District,Unified,
1800840,IN,18,00840,Clay Community Schools,Unified,
1800900,IN,18,00900,Bremen Public Schools,Unified,
1800960,IN,18,00960,Brown County County School Corporation,Unified,
1801020,IN,18,01020,Brownsburg Community School Corporation,Unified,
1801050,IN,18,01050,Brownstown Central Community School Corporation,Unified,
1801060,IN,18,01060,C. A. Beard Memorial School Corporation,Unified,
1801170,IN,18,01170,Cannelton City Schools,Unified,
1801200,IN,18,01200,Carmel Clay Schools,Unified,
1801230,IN,18,01230,Medora Community School Corporation,Unified,
1801290,IN,18,01290,Carroll Consolidated School Corporation,Unified,
1801320,IN,18,01320,Cass Township Schools,Unified,
1801410,IN,18,01410,Caston School Corporation,Unified,
1801440,IN,18,01440,Center Grove Community School Corporation,Unified,
1801560,IN,18,01560,Centerville-Abington Community Schools,Unified,
1801590,IN,18,01590,DeKalb County Central United School District,Unified,
1801710,IN,18,01710,Central Noble Community School Corporation,Unified,
1801740,IN,18,01740,Perry Central Community School Corporation,Unified,
1801770,IN,18,01770,Randolph Central School Corporation,Unified,
1801890,IN,18,01890,Clark-Pleasant Community School Corporation,Unified,
1801920,IN,18,01920,Clarksville Community School Corporation,Unified,
1802040,IN,18,02040,Northwestern School Corporation,Unified,
1802130,IN,18,02130,Clinton Central School Corporation,Unified,
1802160,IN,18,02160,Clinton Prairie School Corporation,Unified,
1802190,IN,18,02190,South Central Community School Corporation,Unified,
1802220,IN,18,02220,Cloverdale Community Schools,Unified,
1802280,IN,18,02280,Whitley County Consolidated Schools,Unified,
1802400,IN,18,02400,Concord Community Schools,Unified,
1802430,IN,18,02430,Covington Community School Corporation,Unified,
1802440,IN,18,02440,Crawford County Community School Corporation,Unified,
1802460,IN,18,02460,Crawfordsville Community Schools,Unified,
1802490,IN,18,02490,Crown Point Community School Corporation,Unified,
1802520,IN,18,02520,Culver Community Schools Corporation,Unified,
1802550,IN,18,02550,Danville Community School Corporation,Unified,
1802610,IN,18,02610,Decatur County Community Schools,Unified,
1802640,IN,18,02640,Decatur Township Metropolitan School District,Unified,
1802660,IN,18,02660,Delaware Community School Corporation,Unified,
1802700,IN,18,02700,Delphi Community School Corporation,Unified,
1802730,IN,18,02730,Dewey Township Schools,Unified,
1802800,IN,18,02800,Duneland School Corporation,Unified,
1802830,IN,18,02830,Zionsville Community Schools,Unified,
1802850,IN,18,02850,East Allen County Schools,Unified,
1802880,IN,18,02880,City of East Chicago School District,Unified,
1802910,IN,18,02910,Lake Station Community Schools,Unified,
1802940,IN,18,02940,East Gibson School Corporation,Unified,
1802970,IN,18,02970,East Noble School Corporation,Unified,
1803000,IN,18,03000,East Washington School Corporation,Unified,
1803030,IN,18,03030,Eastbrook Community School Corporation,Unified,
1803060,IN,18,03060,DeKalb County Eastern Community School District,Unified,
1803090,IN,18,03090,Eastern Greene County School District,Unified,
1803120,IN,18,03120,Eastern Hancock County Community School Corporation,Unified,
1803150,IN,18,03150,Eastern Howard School Corporation,Unified,
1803180,IN,18,03180,Randolph Eastern School Corporation,Unified,
1803210,IN,18,03210,Shelby Eastern Schools,Unified,
1803240,IN,18,03240,Edinburgh Community School Corporation,Unified,
1803270,IN,18,03270,Elkhart Community Schools,Unified,
1803300,IN,18,03300,Elwood Community School Corporation,Unified,
1803330,IN,18,03330,Eminence Community School Corporation,Unified,
1803450,IN,18,03450,Evansville-Vanderburgh School Corporation,Unified,
1803480,IN,18,03480,Fairfield Community Schools,Unified,
1803510,IN,18,03510,Fayette County School Corporation,Unified,
1803570,IN,18,03570,Flat Rock-Hawcreek School Corporation,Unified,
1803630,IN,18,03630,Fort Wayne Community Schools,Unified,
1803660,IN,18,03660,Frankfort Community Schools,Unified,
1803690,IN,18,03690,Franklin Community School Corporation,Unified,
1803700,IN,18,03700,Franklin County Community School Corporation,Unified,
1803720,IN,18,03720,Lanesville Community School Corporation,Unified,
1803750,IN,18,03750,Franklin Township Community School Corporation,Unified,
1803780,IN,18,03780,Fremont Community Schools,Unified,
1803810,IN,18,03810,Frontier School Corporation,Unified,
1803840,IN,18,03840,Garrett-Keyser-Butler Community Schools,Unified,
1803870,IN,18,03870,Gary Community School Corporation,Unified,
1803930,IN,18,03930,Goshen Community Schools,Unified,
1803940,IN,18,03940,Greater Clark County Schools,Unified,
1803960,IN,18,03960,Greater Jasper Consolidated Schools,Unified,
1803990,IN,18,03990,Greencastle Community School Corporation,Unified,
1804050,IN,18,04050,Greenfield-Central Community Schools,Unified,
1804080,IN,18,04080,Greensburg Community Schools,Unified,
1804110,IN,18,04110,Greenwood Community School Corporation,Unified,
1804140,IN,18,04140,Monroe-Gregg School District,Unified,
1804170,IN,18,04170,Griffith Public Schools,Unified,
1804230,IN,18,04230,Hamilton Community Schools,Unified,
1804260,IN,18,04260,Hamilton Heights School Corporation,Unified,
1804320,IN,18,04320,Hammond School City,Unified,
1804350,IN,18,04350,Hanover Community School Corporation,Unified,
1804470,IN,18,04470,Western School Corporation,Unified,
1804500,IN,18,04500,Wes-Del Community Schools,Unified,
1804560,IN,18,04560,Highland School Town,Unified,
1804590,IN,18,04590,Hobart School City,Unified,
1804620,IN,18,04620,River Forest Community School Corporation,Unified,
1804710,IN,18,04710,Huntington County Community School Corporation,Unified,
1804770,IN,18,04770,Indianapolis Public Schools,Unified,
1804800,IN,18,04800,Jac-Cen-Del Community School Corporation,Unified,
1804980,IN,18,04980,Jay School Corporation,Unified,
1805190,IN,18,05190,Jennings County Schools,Unified,
1805280,IN,18,05280,Kankakee Valley School Corporation,Unified,
1805340,IN,18,05340,Knox Community School Corporation,Unified,
1805370,IN,18,05370,Kokomo-Center Township Consolidated School Corporation,Unified,
1805400,IN,18,05400,Lafayette School Corporation,Unified,
1805450,IN,18,05450,Lake Central School Corporation,Unified,
1805460,IN,18,05460,Lake Ridge Schools,Unified,
1805520,IN,18,05520,Lakeland School Corporation,Unified,
1805550,IN,18,05550,Wawasee Community School Corporation,Unified,
1805580,IN,18,05580,La Porte Community School Corporation,Unified,
1805670,IN,18,05670,Lawrence Township Metropolitan School District,Unified,
1805700,IN,18,05700,Lawrenceburg Community School Corporation,Unified,
1805790,IN,18,05790,Lebanon Community School Corporation,Unified,
1805880,IN,18,05880,Liberty-Perry Community School Corporation,Unified,
1805910,IN,18,05910,Linton-Stockton School Corporation,Unified,
1806030,IN,18,06030,Logansport Community School Corporation,Unified,
1806060,IN,18,06060,Loogootee Community School Corporation,Unified,
1806080,IN,18,06080,Warren County Metropolitan School District,Unified,
1806090,IN,18,06090,Maconaquah School Corporation,Unified,
1806120,IN,18,06120,Madison Consolidated Schools,Unified,
1806240,IN,18,06240,Madison-Grant United School Corporation,Unified,
1806270,IN,18,06270,Manchester Community Schools,Unified,
1806390,IN,18,06390,Marion Community Schools,Unified,
1806480,IN,18,06480,Marion-Adams Schools,Unified,
1806510,IN,18,06510,Martinsville Schools Metropolitan School District,Unified,
1806570,IN,18,06570,Michigan City Area Schools,Unified,
1806600,IN,18,06600,Middlebury Community Schools,Unified,
1806630,IN,18,06630,Milan Community Schools,Unified,
1806660,IN,18,06660,Mill Creek Community School Corporation,Unified,
1806840,IN,18,06840,Mishawaka School City,Unified,
1806870,IN,18,06870,Mississinewa Community School Corporation,Unified,
1806900,IN,18,06900,Mitchell Community Schools,Unified,
1807020,IN,18,07020,Cowan Community School Corporation,Unified,
1807080,IN,18,07080,Monroe Central School Corporation,Unified,
1807110,IN,18,07110,Eastern Pulaski Community School Corporation,Unified,
1807140,IN,18,07140,Mooresville Consolidated School Corporation,Unified,
1807230,IN,18,07230,Mount Pleasant Township Community School Corporation,Unified,
1807260,IN,18,07260,Mount Vernon Community School Corporation,Unified,
1807290,IN,18,07290,Mount Vernon Metropolitan School District,Unified,
1807320,IN,18,07320,Muncie Community Schools,Unified,
1807350,IN,18,07350,Munster School Town,Unified,
1807380,IN,18,07380,Nettle Creek School Corporation,Unified,
1807410,IN,18,07410,New Albany-Floyd County Consolidated Schools,Unified,
1807440,IN,18,07440,New Castle Community School Corporation,Unified,
1807470,IN,18,07470,New Durham Township Metropolitan School District,Unified,
1807500,IN,18,07500,New Harmony Town and Township Consolidated Schools,Unified,
1807560,IN,18,07560,New Prairie United School Corporation,Unified,
1807620,IN,18,07620,Nineveh-Hensley-Jackson United School Corporation,Unified,
1807650,IN,18,07650,Noblesville Schools,Unified,
1807680,IN,18,07680,North Adams Community Schools,Unified,
1807710,IN,18,07710,North Daviess Community Schools,Unified,
1807770,IN,18,07770,North Gibson School Corporation,Unified,
1807800,IN,18,07800,North Judson-San Pierre School Corporation,Unified,
1807830,IN,18,07830,North Knox School Corporation,Unified,
1807860,IN,18,07860,North Lawrence Community Schools,Unified,
1807890,IN,18,07890,North Miami Community Schools,Unified,
1807900,IN,18,07900,North Montgomery Community School Corporation,Unified,
1807920,IN,18,07920,North Newton School Corporation,Unified,
1807950,IN,18,07950,North Posey County Schools Metropolitan School District,Unified,
1807980,IN,18,07980,North Putnam Community Schools,Unified,
1808010,IN,18,08010,North Spencer County School Corporation,Unified,
1808040,IN,18,08040,Tipton County Northern Community School Corporation,Unified,
1808070,IN,18,08070,North Vermillion Community School Corporation,Unified,
1808100,IN,18,08100,North West Hendricks Schools,Unified,
1808120,IN,18,08120,Northeast Dubois County School Corporation,Unified,
1808130,IN,18,08130,North White School Corporation,Unified,
1808160,IN,18,08160,Northeast School Corporation,Unified,
1808190,IN,18,08190,Northeastern Wayne Schools,Unified,
1808220,IN,18,08220,Northern Wells Community Schools,Unified,
1808250,IN,18,08250,Northwest Allen County Schools,Unified,
1808280,IN,18,08280,Shenandoah School Corporation,Unified,
1808310,IN,18,08310,Northwestern Consolidated School Corporation,Unified,
1808340,IN,18,08340,Oak Hill United School Corporation,Unified,
1808460,IN,18,08460,Oregon-Davis School Corporation,Unified,
1808490,IN,18,08490,Orleans Community Schools,Unified,
1808640,IN,18,08640,Paoli Community School Corporation,Unified,
